Set,Latitude,Longitude,SiteNum,State,Region,Stratum,Determination_Final,Determination_Final_Notes,DeterminationStatus,OriginSource,OriginID,Notes,COMID,NHDPlus_Region,SourceType,DateSampled,Database,VisitNo,DateTime,SiteCode,ParentGlobalID,CalcTime,Zyear,Myear,Dyear,FritzClass,Determination_Updated
Baseline,36.3031,-105.581,1314,New Mexico,WM,Southern Rockies,P,NA,Acceptable,USGS,8275500,NA,17865290,13,NA,10/18/2020,Baseline Revisits 1_1,3,10/18/2020,NMWM1314,5c333cb8-79a4-4651-b6b1-e4648dba672c,8/5/2021 16:12,0,365,0,P-epi,P
Validation,35.96472,-105.90472,1316,New Mexico,WM,Southern Rockies,P,NA,Acceptable,USGS,8291000,NA,17866714,13,NA,7/5/2020,Validation 1_1,1,7/5/2020,NMWM1316,ed7a1fd8-407f-49dd-9d4c-a1beee44dcda,8/5/2021 16:12,NA,NA,NA,NA,P
Baseline,35.89094,-106.30875,1318,New Mexico,WM,Southern Rockies,E,NA,Acceptable,Malmon et al. 2007,P1West,NA,17865910,13,NA,7/21/2019,FlowDuration004,1,7/21/2019,NMWM1318,4cc21818-81ba-42d2-b873-fa822b1f1cd7,8/5/2021 16:12,175.6813187,78,55,I-epi,I
Baseline,35.89094,-106.30875,1318,New Mexico,WM,Southern Rockies,E,NA,Acceptable,Malmon et al. 2007,P1West,NA,17865910,13,NA,7/6/2020,Baseline Revisits 1_1,2,7/6/2020,NMWM1318,1157b0d3-34b3-4882-a1ce-8b78eca12c97,8/5/2021 16:12,175.6813187,78,55,I-epi,I
Baseline,35.89094,-106.30875,1318,New Mexico,WM,Southern Rockies,E,NA,Acceptable,Malmon et al. 2007,P1West,NA,17865910,13,NA,10/17/2020,Baseline Revisits 1_1,3,10/17/2020,NMWM1318,58a5b7e2-5237-4b53-aff5-b3296c1f54bc,8/5/2021 16:12,175.6813187,78,55,I-epi,I
Baseline,35.8885,-106.2987,1319,New Mexico,WM,Southern Rockies,E,NA,Acceptable,Malmon et al. 2007,P1East,NA,17865910,13,NA,7/21/2019,FlowDuration004,1,7/21/2019,NMWM1319,a673b832-f1f2-4f4d-8028-654ef39e1d05,8/5/2021 16:12,337.7252747,14,205,E-epi,E
Baseline,35.8885,-106.2987,1319,New Mexico,WM,Southern Rockies,E,NA,Acceptable,Malmon et al. 2007,P1East,NA,17865910,13,NA,7/6/2020,Baseline Revisits 1_1,2,7/6/2020,NMWM1319,e339ff52-f00a-4333-846b-dcd8d294cc8b,8/5/2021 16:12,337.7252747,14,205,E-epi,E
Baseline,35.8885,-106.2987,1319,New Mexico,WM,Southern Rockies,E,NA,Acceptable,Malmon et al. 2007,P1East,NA,17865910,13,NA,10/17/2020,Baseline Revisits 1_1,3,10/17/2020,NMWM1319,6250a673-15cb-438a-81da-0c122a201221,8/5/2021 16:12,337.7252747,14,205,E-epi,E
Validation,35.88689,-106.30778,1320,New Mexico,WM,Southern Rockies,E,NA,Acceptable,Malmon et al. 2007,Acid,NA,-9999,13,NA,7/6/2020,Validation 1_1,1,7/6/2020,NMWM1320,5da95891-0bd0-48ed-ab52-a9a710236ff9,8/5/2021 16:12,NA,NA,NA,NA,E
Validation,33.39285,-105.72334,1333,New Mexico,WM,Southern Rockies,I,NA,Acceptable,USGS,8387600,NA,20773110,13,NA,7/2/2020,Validation 1_1,1,7/2/2020,NMWM1333,36b6d378-41e7-4a92-b459-9ecffe7d7dd2,8/5/2021 16:12,NA,NA,NA,NA,I
Baseline,33.39147,-105.61137,1335,New Mexico,WM,Southern Rockies,I,NA,Acceptable,USGS,8387800,NA,20772322,13,NA,7/12/2019,FlowDuration004,1,7/12/2019,NMWM1335,6f2784b1-7685-4527-a746-547cf66eb752,8/5/2021 16:12,266.2155963,98,126,I-epi,I
Baseline,33.39147,-105.61137,1335,New Mexico,WM,Southern Rockies,I,NA,Acceptable,USGS,8387800,NA,20772322,13,NA,7/2/2020,Baseline Revisits 1_1,2,7/2/2020,NMWM1335,808219d3-a503-4238-bcdb-f04b3e652139,8/5/2021 16:12,266.2155963,98,126,I-epi,I
Baseline,33.39147,-105.61137,1335,New Mexico,WM,Southern Rockies,I,NA,Acceptable,USGS,8387800,NA,20772322,13,NA,10/19/2020,Baseline Revisits 1_1,3,10/19/2020,NMWM1335,83e81a0f-faaa-4df6-a7e2-d36bc83d4797,8/5/2021 16:12,266.2155963,98,126,I-epi,I
Validation,33.89144,-108.51562,1856,New Mexico,WM,Southern Rockies,P,NA,Acceptable,USGS,9442692,NA,NA,NA,NA,10/20/2020,Validation 1_1,1,10/20/2020,NMWM1856,3b985fa4-9e05-43fc-8a80-de3eea4ed415,8/5/2021 16:12,NA,NA,NA,NA,P
Validation,33.0615,-108.53739,1857,New Mexico,WM,Southern Rockies,P,NA,Acceptable,USGS,9430500,NA,NA,NA,NA,7/1/2020,Validation 1_1,1,7/1/2020,NMWM1857,357101d3-f28f-45bc-bcaf-0e3eaec996c5,8/5/2021 16:12,NA,NA,NA,NA,P
Baseline,38.9645,-119.84932,1255,Nevada,WM,CA-NV,P,NA,Acceptable,USGS,10310400,NA,8921935,16,NA,8/29/2019,FlowDuration004,1,8/29/2019,NVWM1255,6162f393-6bbd-4a6a-a3e3-f1d022c10485,8/5/2021 16:12,0,365,0,P-epi,P
Baseline,38.9645,-119.84932,1255,Nevada,WM,CA-NV,P,NA,Acceptable,USGS,10310400,NA,8921935,16,NA,8/7/2020,Baseline Revisits 1_1,2,8/7/2020,NVWM1255,386a43fc-de8d-464f-96ad-2220e68f625d,8/5/2021 16:12,0,365,0,P-epi,P
Baseline,38.9645,-119.84932,1255,Nevada,WM,CA-NV,P,NA,Acceptable,USGS,10310400,NA,8921935,16,NA,10/2/2020,Baseline Revisits 1_1,3,10/2/2020,NVWM1255,00d76c93-92d9-471b-882f-a4219a423a62,8/5/2021 16:12,0,365,0,P-epi,P
Validation,40.65511,-109.75436,1015,Utah,WM,Central Rockies,P,Updated on 032720,Preferred,Lindsey Reynolds,56,Flowing. Dominated by Psuedotsuga menziesii and Pinus ponderosa. Some Populus tremuloides.,1393665,14,NA,7/25/2020,Validation 1_1,1,7/25/2020,UTWM1015,4ba9d272-7ab7-4579-8cff-3d44acc377b2,8/5/2021 16:12,NA,NA,NA,NA,P
Validation,40.47586,-110.93682,1096,Utah,WM,Central Rockies,P,Updated on 032720,Preferred,Lindsey Reynolds,61,Dry. Dominated by Salix sp._ with some Populus tremuloides_ Picea englemanii_ Abies sp.,11979543,14,NA,7/26/2020,Validation 1_1,1,7/26/2020,UTWM1096,4803f064-28b4-4f10-899f-23275325e34b,8/5/2021 16:12,NA,NA,NA,NA,P
Validation,40.63013,-109.78928,1150,Utah,WM,Central Rockies,E,Updated on 032720,Preferred,Lindsey Reynolds,57,Dry. Dominated by Psuedotsuga menziesii and Populus tremuloides.,1392669,14,NA,7/25/2020,Validation 1_1,1,7/25/2020,UTWM1150,0ff8c538-a250-43d2-baff-6e980c7c0c2b,8/5/2021 16:12,NA,NA,NA,NA,E
Validation,40.57068,-109.96254,1152,Utah,WM,Central Rockies,P,Updated on 032720,Preferred,Lindsey Reynolds,58,Flowing. Dominated by Cornus sp._ Abies sp._ and Picea pungens. Some Juniperus scopulorm present.,11978295,14,NA,7/26/2020,Validation 1_1,1,7/26/2020,UTWM1152,b876e615-fd2a-4a53-86a0-fa5720aaa04f,8/5/2021 16:12,NA,NA,NA,NA,P
Validation,40.56679,-109.96816,1363,Utah,WM,Central Rockies,E,Updated on 032720,Preferred,Lindsey Reynolds,59,Dry. Dominated by Salix sp.,11977563,14,NA,7/26/2020,Validation 1_1,1,7/26/2020,UTWM1363,f8fa9ffa-8c51-4230-a081-46683dc4b722,8/5/2021 16:12,NA,NA,NA,NA,E
Validation,40.57746,-109.62209,1419,Utah,WM,Central Rockies,P,NA,Acceptable,USGS,9266500,NA,1393763,14,NA,7/30/2020,Validation 1_1,1,7/30/2020,UTWM1419,3c795696-0105-4f24-bb16-bfc93a23b819,8/5/2021 16:12,NA,NA,NA,NA,P
Validation,40.46079,-111.47269,1431,Utah,WM,Central Rockies,I,NA,Acceptable,USGS,10157500,NA,10375690,16,NA,7/27/2020,Validation 1_1,1,7/27/2020,UTWM1431,53ac6c2f-bc63-4b1c-b4d2-09d26b1bfafe,8/5/2021 16:12,NA,NA,NA,NA,I
Validation,39.32969,-111.43157,1447,Utah,WM,Central Rockies,I,NA,Acceptable,USGS,9319000,NA,4876473,14,NA,7/28/2020,Validation 1_1,1,7/28/2020,UTWM1447,9a2e2b5e-7547-48a7-af9e-9b834f17040b,8/5/2021 16:12,NA,NA,NA,NA,I
Validation,38.52921,-112.40771,1875,Utah,WM,Central Rockies,E,NA,Acceptable,Robichaud et al. 2019,D,NA,NA,NA,NA,7/29/2020,Validation 1_1,1,7/29/2020,UTWM1875,21253082-e4b5-48f8-9d05-35a89752f6a3,8/5/2021 16:12,NA,NA,NA,NA,E
Validation,38.53179,-112.39417,1879,Utah,WM,Central Rockies,E,NA,Acceptable,Robichaud et al. 2019,H,NA,NA,NA,NA,7/29/2020,Validation 1_1,1,7/29/2020,UTWM1879,7ba3cf89-6bab-41f7-8de4-1266e085e445,8/5/2021 16:12,NA,NA,NA,NA,E
Baseline,41.05095,-109.22095,749,Wyoming,WM,Northern Rockies,P,Updated on 032720,Preferred,Lindsey Reynolds,25,Flowing. Dominated by Artemesia tridentata_ Salix sp._ and Juniperus scopulorum.,10036228,14,NA,8/4/2019,FlowDuration004,1,8/4/2019,WYWM0749,cb632178-6f30-4354-a607-5d56b2127a42,8/5/2021 16:12,0,365,0,P-epi,P
Baseline,41.05095,-109.22095,749,Wyoming,WM,Northern Rockies,P,Updated on 032720,Preferred,Lindsey Reynolds,25,Flowing. Dominated by Artemesia tridentata_ Salix sp._ and Juniperus scopulorum.,10036228,14,NA,7/24/2020,Baseline Revisits 1_1,2,7/24/2020,WYWM0749,2ebcbed9-b348-4af6-a38f-1f8bb49a74ad,8/5/2021 16:12,0,365,0,P-epi,P
Baseline,41.05095,-109.22095,749,Wyoming,WM,Northern Rockies,P,Updated on 032720,Preferred,Lindsey Reynolds,25,Flowing. Dominated by Artemesia tridentata_ Salix sp._ and Juniperus scopulorum.,10036228,14,NA,10/4/2020,Baseline Revisits 1_1,3,10/4/2020,WYWM0749,d9a33b5a-4a87-48c6-922f-2a0826d8b4c5,8/5/2021 16:12,0,365,0,P-epi,P
Baseline,41.0335,-109.22867,754,Wyoming,WM,Northern Rockies,I,Updated on 032720,Acceptable,Lindsey Reynolds,24,Flowing. Dominated by Artemisia tridentata_ Salix sp._ and some Juniperus scopulorum.,10036238,14,NA,8/4/2019,FlowDuration004,1,8/4/2019,WYWM0754,eb1ecd0b-a9ca-4aa9-b6a7-4a3a51e98199,8/5/2021 16:12,NA,NA,NA,NA,I
Baseline,41.0335,-109.22867,754,Wyoming,WM,Northern Rockies,I,Updated on 032720,Acceptable,Lindsey Reynolds,24,Flowing. Dominated by Artemisia tridentata_ Salix sp._ and some Juniperus scopulorum.,10036238,14,NA,7/24/2020,Baseline Revisits 1_1,2,7/24/2020,WYWM0754,a34e136b-4e0b-4298-a026-e01cc78bb7c6,8/5/2021 16:12,NA,NA,NA,NA,I
Baseline,41.24059,-109.22985,774,Wyoming,WM,Northern Rockies,I,Updated on 032720,Preferred,Lindsey Reynolds,26,Flowing. Dominated by Artemesia tridentata and Larrea tridentata.,10035282,14,NA,8/3/2019,FlowDuration004,1,8/3/2019,WYWM0774,28a4a76e-a208-494c-9ac4-48c256203ae4,8/5/2021 16:12,0,365,0,P-epi,I
Baseline,41.24059,-109.22985,774,Wyoming,WM,Northern Rockies,I,Updated on 032720,Preferred,Lindsey Reynolds,26,Flowing. Dominated by Artemesia tridentata and Larrea tridentata.,10035282,14,NA,7/24/2020,Baseline Revisits 1_1,2,7/24/2020,WYWM0774,ee8b2734-b5fb-4eb5-9424-d682d160f95b,8/5/2021 16:12,0,365,0,P-epi,I
Baseline,41.24059,-109.22985,774,Wyoming,WM,Northern Rockies,I,Updated on 032720,Preferred,Lindsey Reynolds,26,Flowing. Dominated by Artemesia tridentata and Larrea tridentata.,10035282,14,NA,10/10/2020,Baseline Revisits 1_1,3,10/10/2020,WYWM0774,e502e058-fb5d-4343-ae34-3ccbddee9dc1,8/5/2021 16:12,0,365,0,P-epi,I
Validation,44.56496,-107.71287,1494,Wyoming,WM,Northern Rockies,P,NA,Acceptable,USGS,6278500,NA,12804114,10U,NA,8/3/2020,Validation 1_1,1,8/3/2020,WYWM1494,8e120afb-c4fb-4ecc-8e7c-c2fd6e18cb8e,8/5/2021 16:12,NA,NA,NA,NA,P
Validation,44.52026,-104.08382,1495,Wyoming,WM,Northern Rockies,P,NA,Acceptable,USGS,6429905,NA,5479125,10U,NA,8/2/2020,Validation 1_1,1,8/2/2020,WYWM1495,78c21c3e-78a2-4fb3-8343-50b4e8fab5c7,8/5/2021 16:12,NA,NA,NA,NA,P
Baseline,44.26469,-106.91867,1500,Wyoming,WM,Northern Rockies,I,NA,Acceptable,USGS,6317340,NA,5380886,10U,NA,8/9/2019,FlowDuration004,1,8/9/2019,WYWM1500,91c3d3d4-6344-4771-b8cb-fd442d460e75,8/5/2021 16:12,27.41784038,187,13,IP-fuzzy,I
Baseline,44.26469,-106.91867,1500,Wyoming,WM,Northern Rockies,I,NA,Acceptable,USGS,6317340,NA,5380886,10U,NA,8/3/2020,Baseline Revisits 1_1,2,8/3/2020,WYWM1500,0dfe872d-e527-4d7b-bd41-50a3d59c0023,8/5/2021 16:12,27.41784038,187,13,IP-fuzzy,I
Baseline,44.26469,-106.91867,1500,Wyoming,WM,Northern Rockies,I,NA,Acceptable,USGS,6317340,NA,5380886,10U,NA,10/7/2020,Baseline Revisits 1_1,3,10/7/2020,WYWM1500,979ad10a-7a65-416c-a842-228184ff692a,8/5/2021 16:12,27.41784038,187,13,IP-fuzzy,I
Baseline,43.83806,-110.44083,1510,Wyoming,WM,Northern Rockies,P,NA,Acceptable,USGS,13011900,NA,23123209,17,NA,8/7/2019,FlowDuration004,1,8/7/2019,WYWM1510,4194fc14-5a5d-4a6d-bf15-ee32ed00d43c,8/5/2021 16:12,0,1,0,InsufficientRecord,P
Baseline,43.83806,-110.44083,1510,Wyoming,WM,Northern Rockies,P,NA,Acceptable,USGS,13011900,NA,23123209,17,NA,8/18/2020,Baseline Revisits 1_1,2,8/18/2020,WYWM1510,061f88ed-b6f6-4093-b93a-6e2bd5aff9d3,8/5/2021 16:12,0,1,0,InsufficientRecord,P
Baseline,43.83806,-110.44083,1510,Wyoming,WM,Northern Rockies,P,NA,Acceptable,USGS,13011900,NA,23123209,17,NA,10/6/2020,Baseline Revisits 1_1,3,10/6/2020,WYWM1510,00dfd42c-c3a4-4921-bbfd-402419fcf48a,8/5/2021 16:12,0,1,0,InsufficientRecord,P
Baseline,43.1555,-110.37475,1521,Wyoming,WM,Northern Rockies,I,Presumed ephemeral. Logged.,NA,Prosper Model,NA,NA,24432491,17,NA,8/6/2019,FlowDuration004,1,8/6/2019,WYWM1521,aeb37e53-6d67-499b-a44c-3d8b3d12fac7,8/5/2021 16:12,287.0305164,78,170,IE-fuzzy,I
Baseline,43.1555,-110.37475,1521,Wyoming,WM,Northern Rockies,I,Presumed ephemeral. Logged.,NA,Prosper Model,NA,NA,24432491,17,NA,8/17/2020,Baseline Revisits 1_1,2,8/17/2020,WYWM1521,a3c2b5f5-7a49-435d-98f7-68da4cf6d9a3,8/5/2021 16:12,287.0305164,78,170,IE-fuzzy,I
Baseline,43.1555,-110.37475,1521,Wyoming,WM,Northern Rockies,I,Presumed ephemeral. Logged.,NA,Prosper Model,NA,NA,24432491,17,NA,10/5/2020,Baseline Revisits 1_1,3,10/5/2020,WYWM1521,1d58d348-f4e8-42bb-998d-1546c26e82de,8/5/2021 16:12,287.0305164,78,170,IE-fuzzy,I
Baseline,43.13794,-110.28984,1523,Wyoming,WM,Northern Rockies,I,Presumed ephemeral. Logged.,NA,Prosper Model,NA,NA,24433535,17,NA,8/6/2019,FlowDuration004,1,8/6/2019,WYWM1523,0a373deb-b4d1-4fab-8b02-dd28649dfbb0,8/5/2021 16:12,91.67840376,237,63,I-epi,I
Baseline,43.13794,-110.28984,1523,Wyoming,WM,Northern Rockies,I,Presumed ephemeral. Logged.,NA,Prosper Model,NA,NA,24433535,17,NA,8/17/2020,Baseline Revisits 1_1,2,8/17/2020,WYWM1523,ff38a7e0-fc8d-4e45-90cc-14c19f9fecf6,8/5/2021 16:12,91.67840376,237,63,I-epi,I
Baseline,43.13794,-110.28984,1523,Wyoming,WM,Northern Rockies,I,Presumed ephemeral. Logged.,NA,Prosper Model,NA,NA,24433535,17,NA,10/5/2020,Baseline Revisits 1_1,3,10/5/2020,WYWM1523,1f30e29f-0922-4f4d-a3dc-5d617a3553eb,8/5/2021 16:12,91.67840376,237,63,I-epi,I
Validation,42.67493,-111.0077,1529,Wyoming,WM,Northern Rockies,P,NA,Acceptable,USGS,13025500,NA,23134267,17,NA,8/20/2020,Validation 1_1,1,8/20/2020,WYWM1529,6b293f5c-244d-4091-9d0f-18f7cfa25dc3,8/5/2021 16:12,NA,NA,NA,NA,P
Baseline,42.59801,-105.88655,1530,Wyoming,WM,Northern Rockies,P,NA,Acceptable,USGS,6647500,NA,22108899,10L,NA,8/10/2019,FlowDuration004,1,8/10/2019,WYWM1530,7677f32a-5b00-4979-85bf-12edfdf58f6c,8/5/2021 16:12,0,365,0,P-epi,P
Baseline,42.59801,-105.88655,1530,Wyoming,WM,Northern Rockies,P,NA,Acceptable,USGS,6647500,NA,22108899,10L,NA,8/2/2020,Baseline Revisits 1_1,2,8/2/2020,WYWM1530,94b03149-2ebf-438f-bbd2-b98171978b92,8/5/2021 16:12,0,365,0,P-epi,P
Baseline,42.59801,-105.88655,1530,Wyoming,WM,Northern Rockies,P,NA,Acceptable,USGS,6647500,NA,22108899,10L,NA,10/8/2020,Baseline Revisits 1_1,3,10/8/2020,WYWM1530,5b5b0f68-eaaf-474d-9b53-b5b672269f17,8/5/2021 16:12,0,365,0,P-epi,P
Validation,42.29383,-110.44072,1531,Wyoming,WM,Northern Rockies,P,NA,Acceptable,USGS,9208400,NA,18353397,14,NA,8/21/2020,Validation 1_1,1,8/21/2020,WYWM1531,84c0b885-a84a-45d3-b89c-696fceece059,8/5/2021 16:12,NA,NA,NA,NA,P
Validation,41.58525,-106.22279,1534,Wyoming,WM,Northern Rockies,P,NA,Acceptable,USGS,6632400,NA,15968457,10L,NA,7/21/2020,FlowDuration004,1,7/21/2020,WYWM1534,d26c6b61-c75f-4d91-9300-1f991022985c,8/5/2021 16:12,NA,NA,NA,NA,P
Baseline,41.4958,-106.2789,1535,Wyoming,WM,Northern Rockies,I,NA,Acceptable,USGS,6632050,NA,15970265,10L,NA,8/11/2019,FlowDuration004,1,8/11/2019,WYWM1535,f98fa446-9b93-43a4-9bdf-48869944a1db,8/5/2021 16:12,1.713615023,293,2,P-near,I
Baseline,41.4958,-106.2789,1535,Wyoming,WM,Northern Rockies,I,NA,Acceptable,USGS,6632050,NA,15970265,10L,NA,7/21/2020,Baseline Revisits 1_1,2,7/21/2020,WYWM1535,67e4fc0e-f774-4fc0-b52d-77c0d106a251,8/5/2021 16:12,1.713615023,293,2,P-near,I
Baseline,41.4958,-106.2789,1535,Wyoming,WM,Northern Rockies,I,NA,Acceptable,USGS,6632050,NA,15970265,10L,NA,10/9/2020,Baseline Revisits 1_1,3,10/9/2020,WYWM1535,a689c8bb-bc00-4205-8403-9fe3200a9261,8/5/2021 16:12,1.713615023,293,2,P-near,I
Validation,41.34386,-106.52642,1537,Wyoming,WM,Northern Rockies,P,NA,Acceptable,USGS,6622900,NA,15984957,10L,NA,7/23/2020,Validation 1_1,1,7/23/2020,WYWM1537,d1a681fd-b544-45de-bc8c-96d861add202,8/5/2021 16:12,NA,NA,NA,NA,P
Baseline,41.12911,-110.80656,1540,Wyoming,WM,Northern Rockies,P,NA,Acceptable,USGS,10015700,NA,7885908,16,NA,8/3/2019,FlowDuration004,1,8/3/2019,WYWM1540,3bdf9321-722e-4b15-9080-c965c5f24848,8/5/2021 16:12,0,365,0,P-epi,P
Baseline,41.12911,-110.80656,1540,Wyoming,WM,Northern Rockies,P,NA,Acceptable,USGS,10015700,NA,7885908,16,NA,7/31/2020,Baseline Revisits 1_1,2,7/31/2020,WYWM1540,7133a34a-f8b6-4e61-b6d8-ab3d1d355e7c,8/5/2021 16:12,0,365,0,P-epi,P
Baseline,41.12911,-110.80656,1540,Wyoming,WM,Northern Rockies,P,NA,Acceptable,USGS,10015700,NA,7885908,16,NA,10/3/2020,Baseline Revisits 1_1,3,10/3/2020,WYWM1540,921b887f-e25c-453f-b967-76302676100a,8/5/2021 16:12,0,365,0,P-epi,P
Validation,41.8246,-110.76117,1841,Wyoming,WM,Northern Rockies,E,NA,Acceptable,Friesen et al. 2010,None,"All drainages within FOBU are ephemeral, with surface flows occurring only during snowmelt and following significant rainstorms.",NA,NA,NA,7/31/2020,Validation 1_1,1,7/31/2020,WYWM1841,33e987e8-6e49-457c-9724-9ebd0b279014,8/5/2021 16:12,NA,NA,NA,NA,E
Validation,41.57832,-110.6837,1913,Wyoming,WM,Northern Rockies,E,Public Land_ area dry most of the year_ feeds into a large stream_river that flows more often throughout the year_ not many roads nearby,Acceptable,Eric Hargett,None,NA,NA,NA,NA,7/31/2020,Validation 1_1,1,7/31/2020,WYWM1913,ce525349-d71d-46ab-84bb-235ac119f823,8/5/2021 16:12,NA,NA,NA,NA,E
Validation,44.25903,-109.22907,1914,Wyoming,WM,Northern Rockies,I,Public Land_ dense trees_ not many roads nearby_ snowpack still creating flow in June,Acceptable,Eric Hargett,None,NA,NA,NA,NA,8/14/2020,Validation 1_1,1,8/14/2020,WYWM1914,29772b40-667a-4514-9491-bddbeff2c223,8/5/2021 16:12,NA,NA,NA,NA,I
Validation,43.98244,-108.8218,1915,Wyoming,WM,Northern Rockies,I,Public Land_ snow definitely feeds streams but is completely gone before June,Acceptable,Eric Hargett,None,NA,NA,NA,NA,8/19/2020,Validation 1_1,1,8/19/2020,WYWM1915,d3704b4d-25a9-4bb0-868b-a53c13f43409,8/5/2021 16:12,NA,NA,NA,NA,I
Validation,44.48472,-109.44535,1916,Wyoming,WM,Northern Rockies,I,Public Land_ Waipi City nearby with roads close to marker_ unclear when flow stops but completely dry in August_September,Acceptable,Eric Hargett,None,NA,NA,NA,NA,8/19/2020,Validation 1_1,1,8/19/2020,WYWM1916,a135ecf6-1b7c-4c68-86a1-09614b4a2667,8/5/2021 16:12,NA,NA,NA,NA,I
